"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"2437",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",68,1207,NA,"R4","90 WILLIAM STREET                        ","6A          ",10038,1,0,1," -   "," -   ",1967,2,"R4"," 1,506,000 ","12/1/2015",1506000,NA,NA,0
"2438",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",68,1220,NA,"R4","90 WILLIAM STREET                        ","4B          ",10038,1,0,1," -   "," -   ",1967,2,"R4"," 1,540,000 ","10/5/2015",1540000,NA,NA,0
"2439",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",68,1228,NA,"R4","90 WILLIAM STREET                        ","12B         ",10038,1,0,1," -   "," -   ",1967,2,"R4"," 1,622,500 ","4/19/2016",1622500,NA,NA,0
"2440",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",68,1234,NA,"R4","90 WILLIAM STREET                        ","4C          ",10038,1,0,1," -   "," -   ",1967,2,"R4"," 1,295,000 ","5/25/2016",1295000,NA,NA,0
"2441",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",68,1267,NA,"R4","90 WILLIAM STREET                        ","9E          ",10038,1,0,1," -   "," -   ",1967,2,"R4"," 785,000 ","12/2/2015",785000,NA,NA,0
"2442",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",68,1280,NA,"R4","90 WILLIAM STREET                        ","8F          ",10038,1,0,1," -   "," -   ",1967,2,"R4"," 899,000 ","12/21/2015",899000,NA,NA,0
"2443",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",68,1286,NA,"R4","90 WILLIAM STREET                        ","15F         ",10038,1,0,1," -   "," -   ",1967,2,"R4"," 890,000 ","10/14/2015",890000,NA,NA,0
"2444",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",68,1289,NA,"R4","90 WILLIAM STREET                        ","3G          ",10038,1,0,1," -   "," -   ",1967,2,"R4"," 1,180,000 ","8/3/2016",1180000,NA,NA,0
"2445",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",68,1291,NA,"R4","90 WILLIAM STREET                        ","5G          ",10038,1,0,1," -   "," -   ",1967,2,"R4"," 1,310,000 ","12/14/2015",1310000,NA,NA,0
"2446",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",68,1312,NA,"R4","90 WILLIAM STREET                        ","12H         ",10038,1,0,1," -   "," -   ",1967,2,"R4"," 1,120,000 ","5/26/2016",1120000,NA,NA,0
"2447",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1123,NA,"R4","99 JOHN STREET                           ","220",10038,1,0,1," -   "," -   ",2003,2,"R4"," 910,000 ","9/2/2015",910000,NA,NA,0
"2449",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1135,NA,"R4","99 JOHN STREET                           ","306",10038,1,0,1," -   "," -   ",2003,2,"R4"," 1,225,000 ","11/24/2015",1225000,NA,NA,0
"2450",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1137,NA,"R4","99 JOHN STREET                           ","308",10038,1,0,1," -   "," -   ",2003,2,"R4"," 773,870 ","12/4/2015",773870,NA,NA,0
"2451",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1154,NA,"R4","99 JOHN STREET                           ","325",10038,1,0,1," -   "," -   ",2003,2,"R4"," 1,043,706 ","10/8/2015",1043706,NA,NA,0
"2452",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1168,NA,"R4","99 JOHN STREET                           ","413",10038,1,0,1," -   "," -   ",2003,2,"R4"," 865,000 ","8/9/2016",865000,NA,NA,0
"2453",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1171,NA,"R4","99 JOHN STREET                           ","416",10038,1,0,1," -   "," -   ",2003,2,"R4"," 1,300,000 ","5/20/2016",1300000,NA,NA,0
"2454",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1182,NA,"R4","99 JOHN STREET                           ","501",10038,1,0,1," -   "," -   ",2003,2,"R4"," 845,000 ","7/25/2016",845000,NA,NA,0
"2456",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1214,NA,"R4","99 JOHN STREET                           ","608",10038,1,0,1," -   "," -   ",2003,2,"R4"," 898,000 ","6/14/2016",898000,NA,NA,0
"2457",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1225,NA,"R4","99 JOHN STREET                           ","619",10038,1,0,1," -   "," -   ",2003,2,"R4"," 992,793 ","11/2/2015",992793,NA,NA,0
"2458",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1232,NA,"R4","99 JOHN STREET                           ","626",10038,1,0,1," -   "," -   ",2003,2,"R4"," 646,000 ","10/7/2015",646000,NA,NA,0
"2459",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1262,NA,"R4","99 JOHN STREET                           ","804",10038,1,0,1," -   "," -   ",2003,2,"R4"," 635,000 ","5/18/2016",635000,NA,NA,0
"2460",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1277,NA,"R4","99 JOHN STREET                           ","819",10038,1,0,1," -   "," -   ",2003,2,"R4"," 997,885 ","3/31/2016",997885,NA,NA,0
"2461",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1295,NA,"R4","99 JOHN STREET                           ","911",10038,1,0,1," -   "," -   ",2003,2,"R4"," 600,000 ","4/1/2016",6e+05,NA,NA,0
"2462",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1308,NA,"R4","99 JOHN STREET                           ","924",10038,1,0,1," -   "," -   ",2003,2,"R4"," 690,000 ","10/27/2015",690000,NA,NA,0
"2464",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1349,NA,"R4","99 JOHN STREET                           ","1113",10038,1,0,1," -   "," -   ",2003,2,"R4"," 850,000 ","1/15/2016",850000,NA,NA,0
"2465",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1353,NA,"R4","99 JOHN STREET                           ","1117",10038,1,0,1," -   "," -   ",2003,2,"R4"," 650,000 ","3/18/2016",650000,NA,NA,0
"2466",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1425,NA,"R4","99 JOHN STREET                           ","1613",10038,1,0,1," -   "," -   ",2003,2,"R4"," 615,000 ","2/4/2016",615000,NA,NA,0
"2467",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1444,NA,"R4","99 JOHN STREET                           ","1806",10038,1,0,1," -   "," -   ",2003,2,"R4"," 1,079,345 ","7/15/2016",1079345,NA,NA,0
"2468",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1449,NA,"R4","99 JOHN STREET                           ","1811",10038,1,0,1," -   "," -   ",2003,2,"R4"," 970,000 ","10/22/2015",970000,NA,NA,0
"2469",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1469,NA,"R4","99 JOHN STREET                           ","2005",10038,1,0,1," -   "," -   ",2003,2,"R4"," 1,025,000 ","4/22/2016",1025000,NA,NA,0
"2470",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1485,NA,"R4","99 JOHN STREET                           ","2108",10038,1,0,1," -   "," -   ",2003,2,"R4"," 949,000 ","6/20/2016",949000,NA,NA,0
"2472",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",76,1506,NA,"R4","99 JOHN STREET                           ","2304",10038,1,0,1," -   "," -   ",2003,2,"R4"," 1,070,000 ","11/25/2015",1070000,NA,NA,0
"2473",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",78,1508,NA,"R4","102 FULTON STREET                        ","4E          ",10038,1,0,1," -   "," -   ",1910,2,"R4"," 2,050,000 ","5/6/2016",2050000,NA,NA,0
"2475",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",78,1652,NA,"R4","59 JOHN STREET                           ","8D          ",10038,1,0,1," -   "," -   ",1909,2,"R4"," 1,530,000 ","4/1/2016",1530000,NA,NA,0
"2476",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",78,1657,NA,"R4","59 JOHN STREET                           ","9A          ",10038,1,0,1," -   "," -   ",1909,2,"R4"," 1,175,000 ","1/25/2016",1175000,NA,NA,0
"2562",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",79,1102,NA,"R4","71 NASSAU STREET                         ","2A          ",10038,1,0,1," -   "," -   ",1906,2,"R4"," 1,500,000 ","3/1/2016",1500000,NA,NA,0
"2563",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",79,1107,NA,"R4","71 NASSAU ST                             ","3A          ",10038,1,0,1," -   "," -   ",1906,2,"R4"," 1,395,000 ","9/9/2015",1395000,NA,NA,0
"2564",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",79,1115,NA,"R4","71 NASSAU ST                             ","4D          ",10038,1,0,1," -   "," -   ",1906,2,"R4"," 1,020,000 ","7/5/2016",1020000,NA,NA,0
"2566",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",79,1119,NA,"R4","71 NASSAU STREET                         ","5C          ",10038,1,0,1," -   "," -   ",1906,2,"R4"," 1,115,000 ","5/3/2016",1115000,NA,NA,0
"2567",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",79,1123,NA,"R4","71 NASSAU STREET                         ","6B          ",10038,1,0,1," -   "," -   ",1906,2,"R4"," 875,000 ","2/29/2016",875000,NA,NA,0
"2568",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",79,1142,NA,"R4","71 NASSAU STREET                         ","10C         ",10038,1,0,1," -   "," -   ",1906,2,"R4"," 1,845,000 ","9/14/2015",1845000,NA,NA,0
"2569",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",79,1153,NA,"R4","71 NASSAU STREET                         ","13B         ",10038,1,0,1," -   "," -   ",1906,2,"R4"," 865,000 ","12/11/2015",865000,NA,NA,0
"2570",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",79,1209,NA,"R4","130 FULTON STREET                        ","7A          ",10038,1,0,1," -   "," -   ",1900,2,"R4"," 2,175,000 ","11/3/2015",2175000,NA,NA,0
"2571",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",79,1210,NA,"R4","130 FULTON STREET                        ","7B          ",10038,1,0,1," -   "," -   ",1900,2,"R4"," 3,450,000 ","11/30/2015",3450000,NA,NA,0
"2572",1,"FINANCIAL                ","13  CONDOS - ELEVATOR APARTMENTS            ","2",79,1220,NA,"R4","130 FULTON STREET                        ","12B         ",10038,1,0,1," -   "," -   ",1900,2,"R4"," 2,750,000 ","5/18/2016",2750000,NA,NA,0
"2574",1,"FINANCIAL                ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",29,1303,NA,"R1","54 STONE STREET                          ","2A          ",10004,1,0,1," -   "," -   ",1935,2,"R1"," 1,225,000 ","2/11/2016",1225000,NA,NA,0
"2575",1,"FINANCIAL                ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",29,1304,NA,"R1","54 STONE STREET                          ","3A          ",10004,1,0,1," -   "," -   ",1935,2,"R1"," 1,225,000 ","2/11/2016",1225000,NA,NA,0
"2576",1,"FINANCIAL                ","16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ","2C",29,1301,NA,"R8","54 STONE STREET                          ","C1          ",10004,0,1,1," -   "," -   ",1935,2,"R8"," 490,000 ","2/11/2016",490000,NA,NA,0
"2577",1,"FINANCIAL                ","16  CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT ","2C",29,1302,NA,"R8","54 STONE STREET                          ","1A          ",10004,0,1,1," -   "," -   ",1935,2,"R8"," 1,960,000 ","2/11/2016",1960000,NA,NA,0
"2737",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",816,1315,NA,"R4","50 WEST 15TH STREET                      ","3E          ",10011,1,0,1," -   "," -   ",2008,2,"R4"," 2,250,000 ","7/29/2016",2250000,NA,NA,0
"2738",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",816,1316,NA,"R4","50 WEST 15TH ST                          ","4A          ",10011,1,0,1," -   "," -   ",2008,2,"R4"," 912,500 ","10/23/2015",912500,NA,NA,0
"2739",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",816,1328,NA,"R4","50 WEST 15TH ST                          ","6C          ",10011,1,0,1," -   "," -   ",2008,2,"R4"," 3,100,000 ","3/3/2016",3100000,NA,NA,0
"2740",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1025,NA,"R4","108 5 AVENUE                             ","10A         ",10011,1,0,1," -   "," -   ",1986,2,"R4"," 2,058,000 ","11/24/2015",2058000,NA,NA,0
"2741",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1027,NA,"R4","108 5 AVENUE                             ","10C         ",10011,1,0,1," -   "," -   ",1986,2,"R4"," 1,600,000 ","3/21/2016",1600000,NA,NA,0
"2742",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1202,NA,"R4","35 WEST 15TH   STREET                    ","7A          ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 1,120,075 ","5/13/2016",1120075,NA,NA,0
"2743",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1203,NA,"R4","35 WEST 15TH   STREET                    ","8A          ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 2,674,906 ","1/28/2016",2674906,NA,NA,0
"2744",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1204,NA,"R4","35 WEST 15TH   STREET                    ","8B          ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 1,580,287 ","2/5/2016",1580287,NA,NA,0
"2745",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1206,NA,"R4","35 WEST 15TH   STREET                    ","8D          ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 3,850,000 ","3/21/2016",3850000,NA,NA,0
"2746",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1207,NA,"R4","35 WEST 15TH   STREET                    ","8E          ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 1,599,443 ","1/27/2016",1599443,NA,NA,0
"2747",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1209,NA,"R4","31-35 WEST 15TH STREET                   ","9B          ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 1,925,000 ","7/7/2016",1925000,NA,NA,0
"2748",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1209,NA,"R4","35 WEST 15TH   STREET                    ","9B          ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 1,631,200 ","2/8/2016",1631200,NA,NA,0
"2749",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1211,NA,"R4","31-35 WEST 15TH   STREET                 ","9D          ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 4,011,868 ","1/21/2016",4011868,NA,NA,0
"2750",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1212,NA,"R4","35 WEST 15TH   STREET                    ","9E          ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 1,901,036 ","2/11/2016",1901036,NA,NA,0
"2751",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1217,NA,"R4","35 WEST 15TH   STREET                    ","10E         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 1,955,000 ","4/1/2016",1955000,NA,NA,0
"2752",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1222,NA,"R4","35 WEST 15TH   STREET                    ","11E         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 1,950,000 ","2/26/2016",1950000,NA,NA,0
"2753",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1223,NA,"R4","35 WEST 15TH   STREET                    ","12A         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 5,780,000 ","10/7/2015",5780000,NA,NA,0
"2754",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1228,NA,"R4","35 WEST 15TH   STREET                    ","13B         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 2,120,000 ","10/30/2015",2120000,NA,NA,0
"2755",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1229,NA,"R4","35 WEST 15TH   STREET                    ","13C         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 5,877,302 ","10/14/2015",5877302,NA,NA,0
"2756",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1230,NA,"R4","35 WEST 15TH STREET                      ","13D         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 3,744,518 ","9/2/2015",3744518,NA,NA,0
"2757",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1237,NA,"R4","35 WEST 15TH   STREET                    ","15C         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 5,497,135 ","9/9/2015",5497135,NA,NA,0
"2758",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1238,NA,"R4","35 WEST 15TH   STREET                    ","15D         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 3,995,000 ","10/22/2015",3995000,NA,NA,0
"2759",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1239,NA,"R4","35 WEST 15TH   STREET                    ","16A         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 6,150,000 ","10/5/2015",6150000,NA,NA,0
"2760",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1240,NA,"R4","35 WEST 15TH STREET                      ","16B         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 2,262,515 ","9/1/2015",2262515,NA,NA,0
"2761",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1242,NA,"R4","35 WEST 15TH   STREET                    ","16D         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 1,733,025 ","9/8/2015",1733025,NA,NA,0
"2762",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1244,NA,"R4","35 WEST 15TH   STREET                    ","17B         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 2,313,427 ","11/3/2015",2313427,NA,NA,0
"2763",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1245,NA,"R4","35 WEST 15TH   STREET                    ","17C         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 7,871,175 ","11/20/2015",7871175,NA,NA,0
"2764",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1246,NA,"R4","35 WEST 15TH   STREET                    ","18AB        ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 17,261,337 ","9/15/2015",17261337,NA,NA,0
"2765",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1247,NA,"R4","35 WEST 15TH   STREET                    ","19A         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 6,550,000 ","11/12/2015",6550000,NA,NA,0
"2767",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1248,NA,"R4","35 WEST 15TH   STREET                    ","19B         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 6,900,000 ","11/16/2015",6900000,NA,NA,0
"2768",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1249,NA,"R4","35 WEST 15TH   STREET                    ","20A         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 6,765,000 ","11/19/2015",6765000,NA,NA,0
"2769",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1250,NA,"R4","35 WEST 15TH   STREET                    ","20B         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 6,655,000 ","1/5/2016",6655000,NA,NA,0
"2770",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1251,NA,"R4","35 WEST 15TH   STREET                    ","21A         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 6,211,325 ","11/19/2015",6211325,NA,NA,0
"2771",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1252,NA,"R4","35 WEST 15TH   STREET                    ","21B         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 5,800,000 ","11/13/2015",5800000,NA,NA,0
"2772",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1253,NA,"R4","35 WEST 15TH   STREET                    ","22A         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 6,587,531 ","12/28/2015",6587531,NA,NA,0
"2773",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1254,NA,"R4","35 WEST 15TH   STREET                    ","22B         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 4,619,763 ","12/2/2015",4619763,NA,NA,0
"2774",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1255,NA,"R4","35 WEST 15TH   STREET                    ","23A         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 12,765,431 ","11/19/2015",12765431,NA,NA,0
"2775",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",817,1256,NA,"R4","35 WEST 15TH   STREET                    ","24A         ",10011,1,0,1," -   "," -   ",2012,2,"R4"," 8,887,504 ","12/21/2015",8887504,NA,NA,0
"2782",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",821,1312,NA,"R4","650 6TH AVENUE                           ","2L          ",10011,1,0,1," -   "," -   ",1906,2,"R4"," 1,750,000 ","4/21/2016",1750000,NA,NA,0
"2785",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",821,1347,NA,"R4","650 SIXTH AVENUE                         ","5H          ",10011,1,0,1," -   "," -   ",1906,2,"R4"," 3,250,000 ","3/9/2016",3250000,NA,NA,0
"2787",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",821,1415,NA,"R4","27 WEST 19 ST                            ","12",10011,1,0,1," -   "," -   ",2008,2,"R4"," 2,615,000 ","9/21/2015",2615000,NA,NA,0
"2792",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",822,1503,NA,"R4","21 WEST 20TH   STREET                    ","1",10011,1,0,1," -   "," -   ",2015,2,"R4"," 2,543,283 ","5/18/2016",2543283,NA,NA,0
"2793",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",822,1504,NA,"R4","21 WEST 20TH   STREET                    ","2",10011,1,0,1," -   "," -   ",2015,2,"R4"," 2,543,283 ","4/8/2016",2543283,NA,NA,0
"2794",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",822,1505,NA,"R4","21 WEST 20TH   STREET                    ","3",10011,1,0,1," -   "," -   ",2015,2,"R4"," 2,726,568 ","4/5/2016",2726568,NA,NA,0
"2795",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",822,1506,NA,"R4","21 WEST 20TH   STREET                    ","4",10011,1,0,1," -   "," -   ",2015,2,"R4"," 2,765,002 ","4/13/2016",2765002,NA,NA,0
"2796",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",822,1508,NA,"R4","21 WEST 20TH   STREET                    ","6",10011,1,0,1," -   "," -   ",2015,2,"R4"," 2,874,215 ","4/15/2016",2874215,NA,NA,0
"2797",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",822,1510,NA,"R4","21 WEST 20TH   STREET                    ","8",10011,1,0,1," -   "," -   ",2015,2,"R4"," 3,098,230 ","5/9/2016",3098230,NA,NA,0
"2798",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",822,1511,NA,"R4","21 WEST 20TH   STREET                    ","9",10011,1,0,1," -   "," -   ",2015,2,"R4"," 3,136,083 ","4/12/2016",3136083,NA,NA,0
"2799",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",822,1514,NA,"R4","21 WEST 20TH   STREET                    ","12PH3       ",10011,1,0,1," -   "," -   ",2015,2,"R4"," 17,001,875 ","6/27/2016",17001875,NA,NA,0
"2800",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",822,1515,NA,"R4","21 WEST 20TH   STREET                    ","12A         ",10011,1,0,1," -   "," -   ",2015,2,"R4"," 511,875 ","6/27/2016",511875,NA,NA,0
"2801",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",822,1516,NA,"R4","21 WEST 20TH   STREET                    ","14PH4       ",10011,1,0,1," -   "," -   ",2015,2,"R4"," 10,185,250 ","7/15/2016",10185250,NA,NA,0
"2802",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",826,1025,NA,"R4","1107 BROADWAY                            ","5A          ",10010,1,0,1," -   "," -   ",1915,2,"R4"," 1,885,000 ","4/29/2016",1885000,NA,NA,0
"2803",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",826,1025,NA,"R4","1107 BROADWAY                            ","5A          ",10010,1,0,1," -   "," -   ",1915,2,"R4"," 1,325,214 ","10/30/2015",1325214,NA,NA,0
"2804",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",826,1026,NA,"R4","1107 BROADWAY                            ","5B          ",10010,1,0,1," -   "," -   ",1915,2,"R4"," 5,040,337 ","2/2/2016",5040337,NA,NA,0
"2805",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",826,1027,NA,"R4","1107 BROADWAY                            ","5C          ",10010,1,0,1," -   "," -   ",1915,2,"R4"," 3,207,487 ","2/9/2016",3207487,NA,NA,0
"2806",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",826,1028,NA,"R4","1107 BROADWAY                            ","5D          ",10010,1,0,1," -   "," -   ",1915,2,"R4"," 3,512,962 ","12/17/2015",3512962,NA,NA,0
"2807",1,"FLATIRON                 ","13  CONDOS - ELEVATOR APARTMENTS            ","2",826,1029,NA,"R4","1107 BROADWAY                            ","5E          ",10010,1,0,1," -   "," -   ",1915,2,"R4"," 8,655,125 ","3/23/2016",8655125,NA,NA,0
