"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"80",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",373,1002,NA,"R4","324 EAST 4TH   STREET                    ","2A          ",10009,1,0,1," -   "," -   ",1920,2,"R4"," 1,395,796 ","7/28/2016",1395796,NA,NA,0
"81",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",373,1010,NA,"R4","324 EAST 4TH   STREET                    ","6B          ",10009,1,0,1," -   "," -   ",1920,2,"R4"," 792,812 ","7/28/2016",792812,NA,NA,0
"83",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",384,1224,NA,"R4","310 EAST HOUSTON STREET                  ","PHF         ",10002,1,0,1," -   "," -   ",2005,2,"R4"," 925,000 ","8/9/2016",925000,NA,NA,0
"85",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",392,1019,NA,"R4","143 AVENUE B                             ","5B          ",10009,1,0,1," -   "," -   ",1928,2,"R4"," 1,750,000 ","3/14/2016",1750000,NA,NA,0
"87",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",392,1075,NA,"R4","143 AVENUE B                             ","14E         ",10009,1,0,1," -   "," -   ",1928,2,"R4"," 931,000 ","12/23/2015",931000,NA,NA,0
"89",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",392,1085,NA,"R4","143 AVENUE B                             ","PHB         ",10009,1,0,1," -   "," -   ",1928,2,"R4"," 2,180,000 ","9/15/2015",2180000,NA,NA,0
"92",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",392,1122,NA,"R4","631 EAST 9TH   STREET                    ","5B          ",10009,1,0,1," -   "," -   ",2005,2,"R4"," 1,450,000 ","3/15/2016",1450000,NA,NA,0
"93",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",394,1503,NA,"R4","189 AVENUE C                             ","2A          ",10009,1,0,1," -   "," -   ",1910,2,"R4"," 549,855 ","4/27/2016",549855,NA,NA,0
"94",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",394,1504,NA,"R4","189 AVENUE C                             ","2B          ",10009,1,0,1," -   "," -   ",1910,2,"R4"," 830,000 ","4/22/2016",830000,NA,NA,0
"95",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",394,1505,NA,"R4","189 AVENUE C                             ","2C          ",10009,1,0,1," -   "," -   ",1910,2,"R4"," 681,159 ","5/13/2016",681159,NA,NA,0
"96",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",394,1506,NA,"R4","189 AVENUE C                             ","3A          ",10009,1,0,1," -   "," -   ",1910,2,"R4"," 549,855 ","7/21/2016",549855,NA,NA,0
"97",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",394,1514,NA,"R4","189 AVENUE C                             ","4D          ",10009,1,0,1," -   "," -   ",1910,2,"R4"," 750,959 ","7/14/2016",750959,NA,NA,0
"98",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",394,1519,NA,"R4","189 AVENUE C                             ","5D          ",10009,1,0,1," -   "," -   ",1910,2,"R4"," 809,508 ","7/26/2016",809508,NA,NA,0
"99",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",394,1520,NA,"R4","189 AVENUE C                             ","5E          ",10009,1,0,1," -   "," -   ",1910,2,"R4"," 865,512 ","5/27/2016",865512,NA,NA,0
"100",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",394,1522,NA,"R4","189 AVENUE C                             ","6B          ",10009,1,0,1," -   "," -   ",1910,2,"R4"," 880,000 ","5/13/2016",880000,NA,NA,0
"101",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",394,1523,NA,"R4","189 AVENUE C                             ","6C          ",10009,1,0,1," -   "," -   ",1910,2,"R4"," 789,143 ","5/11/2016",789143,NA,NA,0
"102",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",394,1525,NA,"R4","189 AVENUE C                             ","6E          ",10009,1,0,1," -   "," -   ",1910,2,"R4"," 850,000 ","5/5/2016",850000,NA,NA,0
"103",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",394,1526,NA,"R4","189 AVENUE C                             ","7B          ",10009,1,0,1," -   "," -   ",1910,2,"R4"," 1,377,455 ","6/30/2016",1377455,NA,NA,0
"104",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",394,1529,NA,"R4","189 AVENUE C                             ","8B          ",10009,1,0,1," -   "," -   ",1910,2,"R4"," 1,272,812 ","6/9/2016",1272812,NA,NA,0
"105",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",394,1530,NA,"R4","189 AVENUE C                             ","8D          ",10009,1,0,1," -   "," -   ",1910,2,"R4"," 805,000 ","8/18/2016",805000,NA,NA,0
"106",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",394,1532,NA,"R4","189 AVENUE C                             ","9B          ",10009,1,0,1," -   "," -   ",1910,2,"R4"," 1,232,082 ","5/5/2016",1232082,NA,NA,0
"107",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",394,1535,NA,"R4","189 AVENUE C                             ","10B         ",10009,1,0,1," -   "," -   ",1910,2,"R4"," 1,375,000 ","5/12/2016",1375000,NA,NA,0
"108",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",405,1313,NA,"R4","525 EAST 11TH   STREET                   ","4F          ",10009,1,0,1," -   "," -   ",1965,2,"R4"," 950,000 ","5/6/2016",950000,NA,NA,0
"109",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",405,1314,NA,"R4","525 EAST 11TH   STREET                   ","5A          ",10009,1,0,1," -   "," -   ",1965,2,"R4"," 1,725,000 ","9/24/2015",1725000,NA,NA,0
"110",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",406,1202,NA,"R4","536 EAST 13TH   STREET                   ","2F          ",10009,1,0,1," -   "," -   ",2013,2,"R4"," 1,323,725 ","7/26/2016",1323725,NA,NA,0
"111",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",406,1204,NA,"R4","536 EAST 13TH   STREET                   ","3F          ",10009,1,0,1," -   "," -   ",2013,2,"R4"," 1,272,812 ","5/5/2016",1272812,NA,NA,0
"112",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",406,1205,NA,"R4","536 EAST 13TH   STREET                   ","3R          ",10009,1,0,1," -   "," -   ",2013,2,"R4"," 1,272,812 ","6/6/2016",1272812,NA,NA,0
"113",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",406,1206,NA,"R4","536 EAST 13TH   STREET                   ","4F          ",10009,1,0,1," -   "," -   ",2013,2,"R4"," 1,486,645 ","7/13/2016",1486645,NA,NA,0
"114",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",406,1208,NA,"R4","536 EAST 13TH   STREET                   ","5F          ",10009,1,0,1," -   "," -   ",2013,2,"R4"," 1,603,743 ","6/24/2016",1603743,NA,NA,0
"115",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",406,1209,NA,"R4","536 EAST 13TH   STREET                   ","5R          ",10009,1,0,1," -   "," -   ",2013,2,"R4"," 1,549,776 ","7/18/2016",1549776,NA,NA,0
"116",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",406,1210,NA,"R4","536 EAST 13TH   STREET                   ","6F          ",10009,1,0,1," -   "," -   ",2013,2,"R4"," 1,578,287 ","4/28/2016",1578287,NA,NA,0
"117",1,"ALPHABET CITY            ","13  CONDOS - ELEVATOR APARTMENTS            ","2",406,1211,NA,"R4","536 EAST 13TH   STREET                   ","6R          ",10009,1,0,1," -   "," -   ",2013,2,"R4"," 1,629,200 ","5/11/2016",1629200,NA,NA,0
"124",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",372,1002,NA,"R1","296 EAST 2ND   STREET                    ","C           ",10009,1,0,1," -   "," -   ",2003,2,"R1"," 700,000 ","11/18/2015",7e+05,NA,NA,0
"127",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",375,1106,NA,"R1","753 EAST 5TH   STREET                    ","3A          ",10009,1,0,1," -   "," -   ",2003,2,"R1"," 915,000 ","10/14/2015",915000,NA,NA,0
"131",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",377,1303,NA,"R1","277 EAST 7TH   STREET                    ","3",10009,1,0,1," -   "," -   ",2013,2,"R1"," 1,500,000 ","9/1/2015",1500000,NA,NA,0
"132",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",384,1104,NA,"R1","235 EAST 2ND   STREET                    ","4",10009,1,0,1," -   "," -   ",2003,2,"R1"," 1,250,000 ","1/19/2016",1250000,NA,NA,0
"133",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",387,1002,NA,"R1","67 AVENUE C                              ","2",10009,1,0,1," -   "," -   ",1951,2,"R1"," 1,596,106 ","5/27/2016",1596106,NA,NA,0
"134",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",387,1003,NA,"R1","67 AVENUE C                              ","3A          ",10009,1,0,1," -   "," -   ",1951,2,"R1"," 850,000 ","5/24/2016",850000,NA,NA,0
"135",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",387,1004,NA,"R1","67 AVENUE C                              ","3B          ",10009,1,0,1," -   "," -   ",1951,2,"R1"," 840,056 ","5/24/2016",840056,NA,NA,0
"136",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",387,1005,NA,"R1","67 AVENUE C                              ","4A          ",10009,1,0,1," -   "," -   ",1951,2,"R1"," 852,000 ","5/26/2016",852000,NA,NA,0
"137",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",387,1006,NA,"R1","67 AVENUE C                              ","4B          ",10009,1,0,1," -   "," -   ",1951,2,"R1"," 824,782 ","4/29/2016",824782,NA,NA,0
"138",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",387,1007,NA,"R1","67 AVENUE C                              ","5",10009,1,0,1," -   "," -   ",1951,2,"R1"," 1,750,000 ","5/26/2016",1750000,NA,NA,0
"139",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",387,1008,NA,"R1","67 AVENUE C                              ","6A          ",10009,1,0,1," -   "," -   ",1951,2,"R1"," 1,578,287 ","5/23/2016",1578287,NA,NA,0
"140",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",387,1009,NA,"R1","67 AVENUE C                              ","6B          ",10009,1,0,1," -   "," -   ",1951,2,"R1"," 1,170,987 ","7/26/2016",1170987,NA,NA,0
"141",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",390,1201,NA,"R1","227 EAST 7TH   STREET                    ","1",10009,1,0,1," -   "," -   ",2013,2,"R1"," 1,832,850 ","9/4/2015",1832850,NA,NA,0
"142",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",394,1401,NA,"R1","643 EAST 11TH ST                         ","1",10009,1,0,1," -   "," -   ",2006,2,"R1"," 1,925,000 ","8/25/2016",1925000,NA,NA,0
"143",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",394,1406,NA,"R1","643 EAST 11TH   STREET                   ","6",10009,1,0,1," -   "," -   ",2006,2,"R1"," 875,000 ","9/3/2015",875000,NA,NA,0
"144",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",394,1408,NA,"R1","643 EAST 11TH   STREET                   ","8",10009,1,0,1," -   "," -   ",2006,2,"R1"," 843,750 ","10/26/2015",843750,NA,NA,0
"145",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",394,1409,NA,"R1","643 EAST 11TH STREET                     ","9",10009,1,0,1," -   "," -   ",2006,2,"R1"," 843,750 ","10/26/2015",843750,NA,NA,0
"146",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",402,1204,NA,"R1","509 EAST 6TH STREET                      ","3F          ",10009,1,0,1," -   "," -   ",1920,2,"R1"," 794,235 ","1/26/2016",794235,NA,NA,0
"147",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",402,1205,NA,"R1","509 EAST 6TH   STREET                    ","3R          ",10009,1,0,1," -   "," -   ",1920,2,"R1"," 842,619 ","1/4/2016",842619,NA,NA,0
"148",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",402,1206,NA,"R1","509 EAST 6TH STREET                      ","4F          ",10009,1,0,1," -   "," -   ",1920,2,"R1"," 784,052 ","12/18/2015",784052,NA,NA,0
"149",1,"ALPHABET CITY            ","15  CONDOS - 2-10 UNIT RESIDENTIAL          ","2C",402,1207,NA,"R1","509 EAST 6TH   STREET                    ","4R          ",10009,1,0,1," -   "," -   ",1920,2,"R1"," 834,965 ","12/18/2015",834965,NA,NA,0
"158",1,"ALPHABET CITY            ","28  COMMERCIAL CONDOS                       ","4",394,1501,NA,"R5","189 AVENUE C                             ","C.U.        ",10009,0,1,1," -   "," -   ",1910,4,"R5"," 1,802,937 ","5/5/2016",1802937,NA,NA,0
"506",1,"CHELSEA                  ","12  CONDOS - WALKUP APARTMENTS              ","2",764,1005,NA,"R2","217 WEST 14 STREET                       ","2F          ",10011,1,0,1," -   "," -   ",1930,2,"R2"," 1,735,000 ","2/1/2016",1735000,NA,NA,0
"507",1,"CHELSEA                  ","12  CONDOS - WALKUP APARTMENTS              ","2",764,1016,NA,"R2","219 WEST 14 STREET                       ","2F          ",10011,1,0,1," -   "," -   ",1930,2,"R2"," 1,732,000 ","9/3/2015",1732000,NA,NA,0
"508",1,"CHELSEA                  ","12  CONDOS - WALKUP APARTMENTS              ","2",764,1024,NA,"R2","219 WEST 14TH STREET                     ","5R          ",10011,1,0,1," -   "," -   ",1930,2,"R2"," 1,200,000 ","4/27/2016",1200000,NA,NA,0
"509",1,"CHELSEA                  ","12  CONDOS - WALKUP APARTMENTS              ","2",764,1105,NA,"R2","221 WEST 14TH   STREET                   ","1-B         ",10011,1,0,1," -   "," -   ",1930,2,"R2"," 805,000 ","2/3/2016",805000,NA,NA,0
"511",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1002,NA,"R4","100 11TH   AVENUE                        ","3A          ",10011,1,0,1," -   "," -   ",2007,2,"R4"," 650,000 ","6/15/2016",650000,NA,NA,0
"513",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1012,NA,"R4","100 11TH   AVENUE                        ","5B          ",10011,1,0,1," -   "," -   ",2007,2,"R4"," 2,475,000 ","2/19/2016",2475000,NA,NA,0
"515",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1021,NA,"R4","100 11TH AVENUE                          ","7C          ",10011,1,0,1," -   "," -   ",2007,2,"R4"," 1,925,000 ","7/14/2016",1925000,NA,NA,0
"516",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1029,NA,"R4","100 11TH   AVENUE                        ","9C          ",10011,1,0,1," -   "," -   ",2007,2,"R4"," 1,995,000 ","9/11/2015",1995000,NA,NA,0
"517",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1033,NA,"R4","100 ELEVENTH AVENUE                      ","10C         ",10011,1,0,1," -   "," -   ",2007,2,"R4"," 4,152,000 ","1/22/2016",4152000,NA,NA,0
"518",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1107,NA,"R4","505 WEST 19TH   STREET                   ","TH          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 12,371,737 ","12/3/2015",12371737,NA,NA,0
"519",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1109,NA,"R4","505 WEST 19TH   STREET                   ","2C          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 2,179,055 ","9/18/2015",2179055,NA,NA,0
"520",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1110,NA,"R4","505 WEST 19TH   STREET                   ","2B          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 6,260,000 ","5/31/2016",6260000,NA,NA,0
"521",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1111,NA,"R4","505 WEST 19TH   STREET                   ","2A          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 4,582,125 ","9/24/2015",4582125,NA,NA,0
"522",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1114,NA,"R4","505 WEST 19TH   STREET                   ","4C          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 3,767,525 ","10/15/2015",3767525,NA,NA,0
"523",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1115,NA,"R4","505 WEST 19TH   STREET                   ","4D          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 2,280,880 ","10/7/2015",2280880,NA,NA,0
"524",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1116,NA,"R4","505 WEST 19TH   STREET                   ","4B          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 3,197,305 ","9/25/2015",3197305,NA,NA,0
"525",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1117,NA,"R4","505 WEST 19TH   STREET                   ","4A          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 4,724,680 ","9/8/2015",4724680,NA,NA,0
"526",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1118,NA,"R4","505 WEST 19TH   STREET                   ","4W          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 6,900,000 ","9/22/2015",6900000,NA,NA,0
"527",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1119,NA,"R4","505 WEST 19TH   STREET                   ","5C          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 3,981,357 ","11/18/2015",3981357,NA,NA,0
"528",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1120,NA,"R4","505 WEST 19TH   STREET                   ","5D          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 2,352,157 ","10/2/2015",2352157,NA,NA,0
"529",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1121,NA,"R4","505 WEST 19TH   STREET                   ","5B          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 3,350,042 ","10/2/2015",3350042,NA,NA,0
"530",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1122,NA,"R4","505 WEST 19TH   STREET                   ","5A          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 4,828,000 ","4/15/2016",4828000,NA,NA,0
"531",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1123,NA,"R4","505 WEST 19TH   STREET                   ","5W          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 7,484,137 ","12/18/2015",7484137,NA,NA,0
"532",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1124,NA,"R4","505 WEST 19TH   STREET                   ","6C          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 4,215,555 ","12/7/2015",4215555,NA,NA,0
"533",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1125,NA,"R4","505 WEST 19TH   STREET                   ","6D          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 2,433,617 ","11/10/2015",2433617,NA,NA,0
"534",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1126,NA,"R4","505 WEST 19TH   STREET                   ","6B          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 3,502,780 ","11/13/2015",3502780,NA,NA,0
"535",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1127,NA,"R4","505 WEST 19TH   STREET                   ","6A          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 5,447,637 ","11/2/2015",5447637,NA,NA,0
"536",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1128,NA,"R4","505 WEST 19TH   STREET                   ","6W          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 7,500,000 ","3/2/2016",7500000,NA,NA,0
"537",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1130,NA,"R4","505 WEST 19TH   STREET                   ","7D          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 2,586,355 ","11/19/2015",2586355,NA,NA,0
"538",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1131,NA,"R4","505 WEST 19TH   STREET                   ","7B          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 3,706,430 ","11/30/2015",3706430,NA,NA,0
"539",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1132,NA,"R4","505 WEST 19TH   STREET                   ","7A          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 5,702,200 ","12/15/2015",5702200,NA,NA,0
"540",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1133,NA,"R4","505 WEST 19TH   STREET                   ","7W          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 8,300,000 ","1/8/2016",8300000,NA,NA,0
"541",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1134,NA,"R4","505 WEST 19TH   STREET                   ","8C          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 4,582,125 ","1/12/2016",4582125,NA,NA,0
"542",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1135,NA,"R4","505 WEST 19TH   STREET                   ","8D          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 2,688,180 ","12/15/2015",2688180,NA,NA,0
"543",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1136,NA,"R4","505 WEST 19TH   STREET                   ","8B          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 4,139,186 ","1/29/2016",4139186,NA,NA,0
"544",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1137,NA,"R4","505 WEST 19TH   STREET                   ","8A          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 6,029,521 ","2/12/2016",6029521,NA,NA,0
"545",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1138,NA,"R4","505 WEST 19TH   STREET                   ","8W          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 8,767,132 ","1/19/2016",8767132,NA,NA,0
"546",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",691,1141,NA,"R4","505 WEST 19TH   STREET                   ","PH2         ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 17,921,200 ","3/16/2016",17921200,NA,NA,0
"549",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",693,1101,NA,"R4","551 WEST 21ST   STREET                   ","3A          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 3,770,275 ","7/14/2016",3770275,NA,NA,0
"550",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",693,1103,NA,"R4","551 WEST 21ST   STREET                   ","3C          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 3,515,712 ","8/9/2016",3515712,NA,NA,0
"551",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",693,1104,NA,"R4","551 WEST 21ST   STREET                   ","3D          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 2,475,350 ","6/16/2016",2475350,NA,NA,0
"552",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",693,1106,NA,"R4","551 WEST 21ST   STREET                   ","3F          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 2,191,987 ","8/3/2016",2191987,NA,NA,0
"553",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",693,1108,NA,"R4","551 WEST 21ST   STREET                   ","4A          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 3,805,404 ","6/30/2016",3805404,NA,NA,0
"554",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",693,1110,NA,"R4","551 WEST 21ST   STREET                   ","4C          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 3,558,479 ","6/13/2016",3558479,NA,NA,0
"555",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",693,1111,NA,"R4","551 WEST 21ST   STREET                   ","4D          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 2,955,675 ","6/10/2016",2955675,NA,NA,0
"556",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",693,1112,NA,"R4","551 WEST 21ST   STREET                   ","4E          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 3,108,412 ","7/13/2016",3108412,NA,NA,0
"557",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",693,1117,NA,"R4","551 WEST 21ST   STREET                   ","6A          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 5,959,512 ","6/30/2016",5959512,NA,NA,0
"558",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",693,1118,NA,"R4","551 WEST 21ST   STREET                   ","6B          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 5,857,687 ","8/18/2016",5857687,NA,NA,0
"559",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",693,1120,NA,"R4","551 WEST 21ST   STREET                   ","7A          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 6,264,987 ","6/20/2016",6264987,NA,NA,0
"560",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",693,1121,NA,"R4","551 WEST 21ST   STREET                   ","7B          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 6,112,250 ","7/18/2016",6112250,NA,NA,0
"561",1,"CHELSEA                  ","13  CONDOS - ELEVATOR APARTMENTS            ","2",693,1124,NA,"R4","551 WEST 21ST   STREET                   ","8B          ",10011,1,0,1," -   "," -   ",2013,2,"R4"," 6,173,140 ","8/5/2016",6173140,NA,NA,0
