"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","Price.per.gross.sqft","Price.per.land.sqft","outliers"
"17530",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1552,20,NA,"C4","331 EAST 89TH   STREET                   ","            ",10128,10,0,10," 2,517 "," 8,090 ",1920,2,"C4"," 7,325,000 ","3/15/2016",7325000,8090,2517,905.438813349815,2910.21056813667,0
"17531",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1552,32,NA,"C1","334 EAST 90TH STREET                     ","            ",10128,20,0,20," 2,518 "," 8,590 ",1930,2,"C1"," 7,600,000 ","3/17/2016",7600000,8590,2518,884.749708963912,3018.26846703733,0
"17536",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1562,14,NA,"C1","423 EAST 82ND   STREET                   ","            ",10028,20,0,20," 2,554 "," 8,555 ",1905,2,"C1"," 7,100,000 ","12/17/2015",7100000,8555,2554,829.924021040327,2779.95301487862,0
"17537",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1563,18,NA,"C1","445-451 EAST 83RD STREET                 ","            ",10028,10,0,10," 2,563 "," 9,750 ",1910,2,"C1"," 39,213,245 ","9/10/2015",39213245,9750,2563,4021.87128205128,15299.7444401092,0
"17539",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1567,15,NA,"C1","431 EAST 87TH   STREET                   ","            ",10128,11,0,11," 2,870 "," 5,091 ",1930,2,"C1"," 5,000,000 ","4/1/2016",5e+06,5091,2870,982.125319190729,1742.16027874564,0
"17540",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1567,42,NA,"C1","410 EAST 88TH   STREET                   ","            ",10128,17,0,17," 2,517 "," 8,465 ",1920,2,"C1"," 6,700,000 ","10/20/2015",6700000,8465,2517,791.494388659185,2661.89908621375,0
"17541",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1570,6,NA,"C1","405 EAST 90TH STREET                     ","            ",10128,15,0,15," 2,518 "," 8,870 ",1920,2,"C1"," 7,025,000 ","8/10/2016",7025000,8870,2518,791.995490417136,2789.91262907069,0
"17542",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2A",1578,39,NA,"C3","524 EAST 82ND   STREET                   ","            ",10028,4,0,4," 1,916 "," 5,036 ",1920,2,"C3"," 4,925,000 ","11/9/2015",4925000,5036,1916,977.958697378872,2570.45929018789,0
"17546",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1580,18,NA,"C1","529 EAST 83RD   STREET                   ","            ",10028,15,0,15," 2,554 "," 9,185 ",1915,2,"C1"," 6,490,575 ","10/6/2015",6490575,9185,2554,706.649428415895,2541.33711824589,0
"17547",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2A",1583,8,NA,"C5","515 EAST 86TH   STREET                   ","            ",10028,4,0,4," 2,215 "," 6,060 ",1925,2,"C5"," 9,699,984 ","12/29/2015",9699984,6060,2215,1600.65742574257,4379.22528216704,0
"17548",1,"UPPER EAST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2A",1583,8,NA,"C5","515 EAST 86TH STREET                     ","            ",10028,4,0,4," 2,215 "," 6,060 ",1925,2,"C5"," 1,500,016 ","9/17/2015",1500016,6060,2215,247.527392739274,677.208126410835,0
"17550",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2B",1497,52,NA,"D9","50 EAST 86TH STREET                      ","            ",10028,8,1,9," 2,065 "," 8,765 ",1920,2,"D9"," 20,000,000 ","12/1/2015",2e+07,8765,2065,2281.80262407302,9685.23002421308,0
"17551",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2A",1504,26,NA,"D9","53 EAST 92ND   STREET                    ","            ",10128,5,0,5," 1,711 "," 5,092 ",1920,2,"D9"," 10,000,000 ","4/19/2016",1e+07,5092,1711,1963.86488609584,5844.53535943892,0
"17552",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1521,64,NA,"D3","118 EAST 93RD   STREET                   ","            ",10128,38,0,38," 6,543 "," 42,857 ",1926,2,"D3"," 38,500,000 ","7/21/2016",38500000,42857,6543,898.336327787759,5884.15100106985,0
"17553",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1526,34,NA,"D1","228 EAST 81ST STREET                     ","            ",10028,28,0,28," 2,596 "," 10,060 ",1930,2,"D1"," 12,108,449 ","9/10/2015",12108449,10060,2596,1203.6231610338,4664.27157164869,0
"17554",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1528,11,NA,"D9","221 EAST 82ND STREET                     ","            ",10028,24,0,24," 2,596 "," 12,195 ",1981,2,"D9"," 11,133,687 ","9/10/2015",11133687,12195,2596,912.971463714637,4288.78543913713,0
"17555",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1528,13,NA,"D9","225 EAST 82ND   STREET                   ","            ",10028,27,0,27," 2,639 "," 11,838 ",1965,2,"D9"," 11,850,000 ","8/11/2016",11850000,11838,2639,1001.01368474404,4490.33724895794,0
"17558",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1548,36,NA,"D6","336 EAST 86TH   STREET                   ","            ",10028,66,2,68," 8,174 "," 62,990 ",1961,2,"D6"," 10,125,000 ","7/29/2016",10125000,62990,8174,160.739799968249,1238.6836310252,0
"17559",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1558,31,NA,"D9","336-338 EAST 96TH STREET                 ","            ",10128,68,0,68," 6,042 "," 34,687 ",1996,2,"D9"," 3,803,589 ","10/29/2015",3803589,34687,6042,109.654596823017,629.524826216485,0
"17562",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1562,144,NA,"D1","402 EAST 83RD STREET                     ","            ",10028,27,0,27," 2,656 "," 16,380 ",1930,2,"D1"," 11,156,612 ","9/10/2015",11156612,16380,2656,681.111843711844,4200.53162650602,0
"17563",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1563,8,NA,"D1","417-419 EAST 83RD STREET                 ","            ",10028,25,0,25," 3,405 "," 16,572 ",1990,2,"D1"," 8,841,730 ","9/10/2015",8841730,16572,3405,533.534274680183,2596.69016152717,0
"17565",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1564,12,NA,"D9","425 EAST 84TH STREET                     ","            ",10028,11,0,11," 2,043 "," 8,470 ",1976,2,"D9"," 6,689,027 ","9/10/2015",6689027,8470,2043,789.731641086187,3274.1199216838,0
"17566",1,"UPPER EAST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1570,21,NA,"D7","1731-1735 YORK AVENUE                    ","            ",10128,265,4,269," 14,654 "," 279,945 ",1986,2,"D7"," 139,600,000 ","5/11/2016",139600000,279945,14654,498.669381485649,9526.40917155725,0
"18403",1,"UPPER EAST SIDE (79-96)  ","11A CONDO-RENTALS                           ","2",1496,1102,NA,"RR","1010 PARK AVENUE                         ","DSU         ",10028,11,0,11," 13,211 "," 88,672 ",2016,2,"RR"," 24,961,050 ","6/28/2016",24961050,88672,13211,281.498669252977,1889.41412459314,0
"19057",1,"UPPER EAST SIDE (79-96)  ","14  RENTALS - 4-10 UNIT                     ","2A",1544,104,NA,"S5","301 EAST 81ST   STREET                   ","            ",10028,5,1,6," 1,279 "," 4,916 ",1910,2,"S5"," 5,750,000 ","2/1/2016",5750000,4916,1279,1169.65012205045,4495.69976544175,0
"19058",1,"UPPER EAST SIDE (79-96)  ","14  RENTALS - 4-10 UNIT                     ","2A",1548,146,NA,"S9","310 EAST 86TH STREET                     ","            ",10028,2,2,4," 1,788 "," 4,704 ",1915,2,"S9"," 12,500,000 ","4/13/2016",12500000,4704,1788,2657.31292517007,6991.0514541387,0
"19059",1,"UPPER EAST SIDE (79-96)  ","14  RENTALS - 4-10 UNIT                     ","2B",1577,49,NA,"S9","500 EAST 81ST STREET                     ","            ",10028,6,2,8," 1,825 "," 7,925 ",1920,2,"S9"," 8,650,000 ","10/29/2015",8650000,7925,1825,1091.48264984227,4739.72602739726,0
"19142",1,"UPPER EAST SIDE (96-110) ","08  RENTALS - ELEVATOR APARTMENTS           ","2A",1615,55,NA,"D6","1642 MADISON AVENUE                      ","            ",10029,5,1,6," 1,900 "," 9,825 ",2009,2,"D6"," 1,000,000 ","11/12/2015",1e+06,9825,1900,101.781170483461,526.315789473684,0
"19211",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1121,39,NA,"C5","14 WEST 69TH   STREET                    ","            ",10023,14,0,14," 2,510 "," 7,380 ",1910,2,"C5"," 12,250,000 ","3/24/2016",12250000,7380,2510,1659.89159891599,4880.4780876494,0
"19216",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1123,57,NA,"C5","54 WEST 71ST   STREET                    ","            ",10023,10,0,10," 2,008 "," 6,669 ",1900,2,"C5"," 9,000,000 ","9/28/2015",9e+06,6669,2008,1349.52766531714,4482.07171314741,0
"19217",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1127,50,NA,"C5","32 WEST 75TH STREET                      ","            ",10023,8,0,8," 2,043 "," 6,195 ",1910,2,"C5"," 9,750,000 ","4/21/2016",9750000,6195,2043,1573.84987893462,4772.39353891336,0
"19221",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1146,37,NA,"C5","104 WEST 75TH STREET                     ","            ",10023,10,0,10," 2,094 "," 6,817 ",1910,2,"C5"," 7,050,000 ","3/10/2016",7050000,6817,2094,1034.17925773801,3366.76217765043,0
"19222",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1147,52,NA,"C5","152 WEST 76TH STREET                     ","            ",10023,10,0,10," 2,180 "," 6,602 ",1910,2,"C5"," 7,050,000 ","3/10/2016",7050000,6602,2180,1067.85822478037,3233.94495412844,0
"19224",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1148,55,NA,"C5","156 WEST 77TH STREET                     ","            ",10024,10,0,10," 2,043 "," 6,218 ",1900,2,"C5"," 4,130,000 ","3/10/2016",4130000,6218,2043,664.20070762303,2021.53695545766,0
"19225",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2A",1162,109,NA,"C2","257 WEST 70TH   STREET                   ","            ",10023,6,0,6," 1,707 "," 4,300 ",1900,2,"C2"," 4,425,000 ","9/16/2015",4425000,4300,1707,1029.06976744186,2592.26713532513,0
"19226",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1162,124,NA,"C1","215 WEST 70TH   STREET                   ","            ",10023,7,0,7," 1,456 "," 4,686 ",1900,2,"C1"," 3,939,000 ","5/12/2016",3939000,4686,1456,840.588988476312,2705.35714285714,0
"19228",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1164,56,NA,"C1","260 WEST 73RD   STREET                   ","            ",10023,9,0,9," 1,907 "," 6,347 ",1900,2,"C1"," 7,000,000 ","9/17/2015",7e+06,6347,1907,1102.88325193005,3670.68694284216,0
"19229",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1183,24,NA,"C1","317 WEST 71ST STREET                     ","            ",10023,10,0,10," 1,737 "," 5,380 ",1900,2,"C1"," 5,400,000 ","8/16/2016",5400000,5380,1737,1003.71747211896,3108.80829015544,0
"19236",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1185,39,NA,"C1","328 WEST 76TH                            ","            ",10023,8,0,8," 3,167 "," 6,705 ",1910,2,"C1"," 2,000,000 ","6/9/2016",2e+06,6705,3167,298.284862043251,631.512472371329,0
"19237",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1185,45,NA,"C1","36 RIVERSIDE DRIVE                       ","            ",10023,8,0,8," 1,850 "," 7,380 ",1900,2,"C1"," 11,000,000 ","2/23/2016",1.1e+07,7380,1850,1490.51490514905,5945.94594594595,0
"19240",1,"UPPER WEST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1185,70,NA,"C1","347 WEST END AVENUE                      ","            ",10024,9,0,9," 2,247 "," 5,280 ",1900,2,"C1"," 7,800,000 ","2/12/2016",7800000,5280,2247,1477.27272727273,3471.29506008011,0
"19241",1,"UPPER WEST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1128,41,NA,"D9","12 WEST 76TH STREET                      ","            ",10023,11,0,11," 2,554 "," 10,320 ",1910,2,"D9"," 10,900,000 ","6/22/2016",10900000,10320,2554,1056.2015503876,4267.81519185591,0
"19242",1,"UPPER WEST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1158,38,NA,"D7","210 WEST 70TH   STREET                   ","            ",10023,185,1,186," 15,062 "," 171,085 ",1924,2,"D7"," 133,000,000 ","12/15/2015",1.33e+08,171085,15062,777.391355174329,8830.16863630328,0
"20797",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1199,43,NA,"C5","16 WEST 86TH   STREET                    ","            ",10024,10,0,10," 2,554 "," 9,910 ",1900,2,"C5"," 12,000,000 ","3/15/2016",1.2e+07,9910,2554,1210.8980827447,4698.51213782302,0
"20798",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1200,51,NA,"C5","40 WEST 87TH   STREET                    ","            ",10024,10,0,10," 2,215 "," 7,047 ",1910,2,"C5"," 9,145,000 ","8/30/2016",9145000,7047,2215,1297.71533986093,4128.66817155756,0
"20801",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1200,51,NA,"C5","40 WEST 87TH STREET                      ","            ",10024,10,0,10," 2,215 "," 7,047 ",1910,2,"C5"," 9,145,000 ","7/29/2016",9145000,7047,2215,1297.71533986093,4128.66817155756,0
"20802",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1200,150,NA,"C5","38 WEST 87TH   STREET                    ","            ",10024,9,0,9," 2,013 "," 6,254 ",1910,2,"C5"," 16,250,000 ","9/25/2015",16250000,6254,2013,2598.33706427886,8072.52856433184,0
"20803",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1200,151,NA,"C5","42 WEST 87TH   STREET                    ","            ",10024,10,0,10," 2,216 "," 6,646 ",1910,2,"C5"," 9,145,000 ","8/30/2016",9145000,6646,2216,1376.01564851038,4126.80505415162,0
"20806",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1200,151,NA,"C5","42 WEST 87TH STREET                      ","            ",10024,10,0,10," 2,216 "," 6,646 ",1910,2,"C5"," 9,145,000 ","7/29/2016",9145000,6646,2216,1376.01564851038,4126.80505415162,0
"20808",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1208,24,NA,"C1","23 WEST 94TH   STREET                    ","            ",10025,9,0,9," 1,661 "," 3,959 ",1900,2,"C1"," 4,990,000 ","4/7/2016",4990000,3959,1661,1260.41929780248,3004.21432871764,0
"20809",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1208,114,NA,"C1","51 WEST 94TH   STREET                    ","            ",10025,7,0,7," 2,013 "," 6,060 ",1900,2,"C1"," 3,750,000 ","3/21/2016",3750000,6060,2013,618.811881188119,1862.8912071535,0
"20811",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2A",1212,45,NA,"C2","128 WEST 82ND STREET                     ","            ",10024,5,0,5," 2,043 "," 6,727 ",1900,2,"C2"," 7,550,000 ","4/20/2016",7550000,6727,2043,1122.34279768099,3695.54576603035,0
"20812",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1213,61,NA,"C7","477 AMSTERDAM AVENUE                     ","            ",10024,8,2,10," 2,000 "," 9,500 ",1920,2,"C7"," 17,100,000 ","7/21/2016",17100000,9500,2000,1800,8550,0
"20813",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1216,4,NA,"C5","169 WEST 85TH   STREET                   ","            ",10024,10,0,10," 1,916 "," 5,635 ",1900,2,"C5"," 4,750,000 ","7/25/2016",4750000,5635,1916,842.945874001775,2479.12317327766,0
"20815",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1220,13,NA,"C1","133 WEST 89TH STREET                     ","            ",10024,15,0,15," 2,517 "," 10,930 ",1910,2,"C1"," 410,000 ","7/21/2016",410000,10930,2517,37.5114364135407,162.892332141438,0
"20818",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1227,39,NA,"C7","206 WEST 80TH STREET                     ","            ",10024,10,1,11," 2,554 "," 9,660 ",1910,2,"C7"," 6,700,000 ","4/13/2016",6700000,9660,2554,693.581780538302,2623.33594361785,0
"20819",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1232,64,NA,"C5","508 WEST END AVENUE                      ","            ",10024,10,0,10," 1,600 "," 5,280 ",1910,2,"C5"," 7,000,000 ","11/24/2015",7e+06,5280,1600,1325.75757575758,4375,0
"20820",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1239,10,NA,"C7","2461 BROADWAY                            ","            ",10025,20,3,23," 2,775 "," 14,650 ",1910,2,"C7"," 22,000,000 ","5/10/2016",2.2e+07,14650,2775,1501.70648464164,7927.92792792793,0
"20821",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1242,29,NA,"C7","201 WEST 94 STREET                       ","            ",10025,18,4,22," 4,071 "," 15,955 ",1920,2,"C7"," 3,767,000 ","9/8/2015",3767000,15955,4071,236.101535568787,925.325472856792,0
"20822",1,"UPPER WEST SIDE (79-96)  ","07  RENTALS - WALKUP APARTMENTS             ","2A",1249,16,NA,"C5","337 WEST 87TH STREET                     ","            ",10024,5,0,5," 1,913 "," 5,950 ",1900,2,"C5"," 10,000,000 ","8/19/2016",1e+07,5950,1913,1680.67226890756,5227.39153162572,0
"20827",1,"UPPER WEST SIDE (79-96)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2B",1243,139,NA,"D7","210 WEST 96TH   STREET                   ","            ",10025,8,1,9," 3,150 "," 22,000 ",2009,2,"D7"," 22,200,000 ","7/19/2016",22200000,22000,3150,1009.09090909091,7047.61904761905,0
"21815",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2B",1860,31,NA,"C7","924 COLUMBUS AVENUE                      ","            ",10025,8,2,10," 1,875 "," 7,500 ",1930,2,"C7"," 2,750,000 ","6/9/2016",2750000,7500,1875,366.666666666667,1466.66666666667,0
"21816",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2B",1860,32,NA,"C7","926 COLUMBUS AVENUE                      ","            ",10025,8,1,9," 1,875 "," 7,500 ",1930,2,"C7"," 2,500,000 ","6/9/2016",2500000,7500,1875,333.333333333333,1333.33333333333,0
"21817",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2B",1860,33,NA,"C7","928 COLUMBUS AVENUE                      ","            ",10025,8,1,9," 1,875 "," 7,500 ",1930,2,"C7"," 2,500,000 ","6/9/2016",2500000,7500,1875,333.333333333333,1333.33333333333,0
"21818",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2",1861,29,NA,"C7","940 COLUMBUS AVENUE                      ","            ",10025,12,5,17," 2,592 "," 11,093 ",1910,2,"C7"," 8,825,000 ","7/26/2016",8825000,11093,2592,795.546741188137,3404.70679012346,0
"21819",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2",1861,32,NA,"C7","946 COLUMBUS AVENUE                      ","            ",10025,16,2,18," 2,508 "," 8,285 ",1910,2,"C7"," 950,000 ","1/12/2016",950000,8285,2508,114.665057332529,378.787878787879,0
"21820",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2",1861,32,NA,"C7","946 COLUMBUS AVENUE                      ","            ",10025,16,2,18," 2,508 "," 8,285 ",1910,2,"C7"," 950,000 ","1/12/2016",950000,8285,2508,114.665057332529,378.787878787879,0
"21821",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2",1861,59,NA,"C4","170 WEST 107 STREET                      ","            ",10025,15,0,15," 2,523 "," 9,130 ",1910,2,"C4"," 14,000,000 ","5/4/2016",1.4e+07,9130,2523,1533.40635268346,5548.94966309948,0
"21823",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2",1862,2,NA,"C7","963 AMSTERDAM AVE                        ","            ",10025,15,2,17," 2,500 "," 9,397 ",1925,2,"C7"," 5,700,000 ","5/26/2016",5700000,9397,2500,606.576566989465,2280,0
"21824",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2A",1874,1,NA,"C2","860 WEST END AVENUE                      ","            ",10025,5,0,5," 1,924 "," 6,966 ",1920,2,"C2"," 4,600,000 ","8/10/2016",4600000,6966,1924,660.350272753373,2390.85239085239,0
"21826",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2",1879,24,NA,"C4","207 WEST 107TH STREET                    ","            ",10025,12,0,12," 3,784 "," 14,255 ",1900,2,"C4"," 13,650,000 ","4/29/2016",13650000,14255,3784,957.558751315328,3607.29386892178,0
"21831",1,"UPPER WEST SIDE (96-116) ","07  RENTALS - WALKUP APARTMENTS             ","2B",1893,11,NA,"C5","321 WEST 108 STREET                      ","            ",10025,8,0,8," 1,917 "," 7,490 ",1900,2,"C5"," 4,750,000 ","1/29/2016",4750000,7490,1917,634.178905206943,2477.82994261867,0
"21832",1,"UPPER WEST SIDE (96-116) ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1879,27,NA,"D3","203 WEST 107TH ST                        ","            ",10025,28,0,28," 5,046 "," 34,514 ",1911,2,"D3"," 16,300,000 ","3/22/2016",16300000,34514,5046,472.272121457959,3230.28141101863,0
"21833",1,"UPPER WEST SIDE (96-116) ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1882,47,NA,"D1","526 WEST 111 STREET                      ","            ",10025,44,0,44," 9,948 "," 43,145 ",1925,2,"D1"," 29,985,000 ","10/1/2015",29985000,43145,9948,694.982037316027,3014.17370325694,0
"21834",1,"UPPER WEST SIDE (96-116) ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1885,29,NA,"D6","1080 AMSTERDAM AVENUE                    ","            ",10025,96,2,98," 5,092 "," 89,365 ",1932,2,"D6"," 29,100,000 ","9/25/2015",29100000,89365,5092,325.630839814245,5714.84681853888,0
"21835",1,"UPPER WEST SIDE (96-116) ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1887,3,NA,"D7","323 WEST 96TH   STREET                   ","            ",10025,172,1,173," 16,867 "," 133,697 ",2001,2,"D7"," 27,000,000 ","1/20/2016",2.7e+07,133697,16867,201.949183601726,1600.75887828304,0
"21836",1,"UPPER WEST SIDE (96-116) ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1891,29,NA,"D1","308 WEST 105TH STREET                    ","            ",10025,14,0,14," 1,917 "," 6,579 ",1923,2,"D1"," 4,675,000 ","6/21/2016",4675000,6579,1917,710.594315245478,2438.70631194575,0
"22064",1,"UPPER WEST SIDE (96-116) ","11A CONDO-RENTALS                           ","2",1868,1402,NA,"RR","752 WEST END AVENUE                      ","RES         ",10025,197,0,197," -   "," 174,156 ",1931,2,"RR"," 15,330,000 ","12/10/2015",15330000,174156,NA,88.0245297319644,0,0
"22065",1,"UPPER WEST SIDE (96-116) ","11A CONDO-RENTALS                           ","2",1868,1402,NA,"RR","752 WEST END AVENUE                      ","RES         ",10025,197,0,197," -   "," 174,156 ",1931,2,"RR"," 78,475,000 ","12/10/2015",78475000,174156,NA,450.601759342199,0,0
"22066",1,"UPPER WEST SIDE (96-116) ","11A CONDO-RENTALS                           ","2",1868,1402,NA,"RR","752 WEST END AVENUE                      ","RES         ",10025,197,0,197," -   "," 174,156 ",1931,2,"RR"," 52,195,000 ","12/10/2015",52195000,174156,NA,299.702565515974,0,0
"22251",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2108,65,NA,"C7","945 ST NICHOLAS AVENUE                   ","            ",10032,30,2,32," 6,420 "," 20,610 ",1915,2,"C7"," 5,780,000 ","7/8/2016",5780000,20610,6420,280.446385249879,900.311526479751,0
"22253",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2108,81,NA,"C7","498 WEST 159TH STREET                    ","            ",10032,25,5,30," 4,231 "," 20,051 ",1907,2,"C7"," 8,050,000 ","7/14/2016",8050000,20051,4231,401.476235599222,1902.623493264,0
"22254",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2109,1,NA,"C7","481 WEST 159TH STREET                    ","            ",10032,12,2,14," 3,400 "," 17,583 ",1900,2,"C7"," 6,161,000 ","7/14/2016",6161000,17583,3400,350.395268156742,1812.05882352941,0
"22255",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2109,16,NA,"C1","475 WEST 159TH STREET                    ","            ",10032,18,0,18," 3,150 "," 15,996 ",1902,2,"C1"," 5,089,000 ","7/14/2016",5089000,15996,3150,318.142035508877,1615.55555555556,0
"22256",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2A",2109,28,NA,"C2","424 WEST 160 STREET                      ","            ",10032,6,0,6," 1,800 "," 2,804 ",1896,2,"C2"," 2,450,000 ","12/29/2015",2450000,2804,1800,873.751783166904,1361.11111111111,0
"22257",1,"WASHINGTON HEIGHTS LOWER ","07  RENTALS - WALKUP APARTMENTS             ","2",2110,18,NA,"C1","432 WEST 163 STREET                      ","            ",10032,30,0,30," 5,625 "," 21,708 ",1930,2,"C1"," 8,000,000 ","11/30/2015",8e+06,21708,5625,368.527731711811,1422.22222222222,0
