"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","Price.per.gross.sqft","Price.per.land.sqft","outliers"
"4291",1,"GREENWICH VILLAGE-WEST   ","07  RENTALS - WALKUP APARTMENTS             ","2B",606,41,NA,"C4","138 WEST 11TH   STREET                   ","            ",10011,10,0,10," 5,450 "," 9,941 ",1855,2,"C4"," 30,908,064 ","5/27/2016",30908064,9941,5450,3109.15038728498,5671.20440366972,0
"4292",1,"GREENWICH VILLAGE-WEST   ","07  RENTALS - WALKUP APARTMENTS             ","2",610,1,NA,"C7","113 7 AVENUE SOUTH                       ","            ",10014,23,8,31," 9,565 "," 21,092 ",1915,2,"C7"," 56,500,000 ","12/1/2015",56500000,21092,9565,2678.74075478855,5906.95243073706,0
"4293",1,"GREENWICH VILLAGE-WEST   ","07  RENTALS - WALKUP APARTMENTS             ","2B",610,66,NA,"C7","15 CHRISTOPHER STREET                    ","            ",10014,7,3,10," 3,600 "," 8,280 ",1920,2,"C7"," 12,450,000 ","8/10/2016",12450000,8280,3600,1503.6231884058,3458.33333333333,0
"4294",1,"GREENWICH VILLAGE-WEST   ","07  RENTALS - WALKUP APARTMENTS             ","2A",613,14,NA,"C3","242 WEST 11TH   STREET                   ","            ",10014,4,0,4," 1,600 "," 2,562 ",1910,2,"C3"," 9,000,000 ","1/13/2016",9e+06,2562,1600,3512.88056206089,5625,0
"4297",1,"GREENWICH VILLAGE-WEST   ","07  RENTALS - WALKUP APARTMENTS             ","2B",619,63,NA,"C4","198 WEST 10TH   STREET                   ","            ",10014,8,0,8," 1,812 "," 3,450 ",1901,2,"C4"," 8,250,000 ","6/1/2016",8250000,3450,1812,2391.30434782609,4552.98013245033,0
"4299",1,"GREENWICH VILLAGE-WEST   ","07  RENTALS - WALKUP APARTMENTS             ","2",619,65,NA,"C4","194 WEST 10TH   STREET                   ","            ",10014,20,0,20," 2,407 "," 9,530 ",1901,2,"C4"," 13,000,000 ","2/1/2016",1.3e+07,9530,2407,1364.11332633788,5400.91400083091,0
"4303",1,"GREENWICH VILLAGE-WEST   ","08  RENTALS - ELEVATOR APARTMENTS           ","2",617,21,NA,"D6","221-25 WEST 12TH   STREET                ","            ",10011,56,3,59," 10,292 "," 43,280 ",1930,2,"D6"," 5,784,758 ","2/11/2016",5784758,43280,10292,133.658918669131,562.063544500583,0
"4900",1,"GREENWICH VILLAGE-WEST   ","14  RENTALS - 4-10 UNIT                     ","2A",590,10,NA,"S4","275 BLEECKER STREET                      ","            ",10014,4,1,5," 1,840 "," 4,519 ",1920,2,"S4"," 11,000,000 ","3/10/2016",1.1e+07,4519,1840,2434.16685107325,5978.26086956522,0
"4901",1,"GREENWICH VILLAGE-WEST   ","14  RENTALS - 4-10 UNIT                     ","2B",592,27,NA,"S5","161 WEST 4TH   STREET                    ","            ",10014,6,1,7," 1,524 "," 4,597 ",1910,2,"S5"," 6,000,000 ","10/22/2015",6e+06,4597,1524,1305.19904285404,3937.00787401575,0
"4904",1,"GREENWICH VILLAGE-WEST   ","14  RENTALS - 4-10 UNIT                     ","2A",613,60,NA,"S3","59 GREENWICH AVENUE                      ","            ",10014,3,1,4," 1,187 "," 4,140 ",1900,2,"S3"," 9,995,000 ","9/2/2015",9995000,4140,1187,2414.25120772947,8420.38753159225,0
"4905",1,"GREENWICH VILLAGE-WEST   ","14  RENTALS - 4-10 UNIT                     ","2A",621,20,NA,"S3","376 BLEECKER STREET                      ","            ",10014,3,1,4," 1,498 "," 4,106 ",1905,2,"S3"," 15,500,000 ","5/11/2016",15500000,4106,1498,3774.96346809547,10347.129506008,0
"5065",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1717,22,NA,"C1","WEST 118 STREET                          ","            ",10026,34,0,34," 7,451 "," 27,850 ",1940,2,"C1"," 590,000 ","10/22/2015",590000,27850,7451,21.1849192100539,79.1840021473628,0
"5066",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2B",1718,159,NA,"C5","58 WEST 120 STREET                       ","            ",10027,9,0,9," 1,918 "," 3,579 ",1909,2,"C5"," 4,075,000 ","6/24/2016",4075000,3579,1918,1138.5861972618,2124.60896767466,0
"5068",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2B",1723,157,NA,"C5","52 WEST 126 STREET                       ","            ",10027,7,0,7," 1,666 "," 2,547 ",1909,2,"C5"," 1,230,000 ","7/26/2016",1230000,2547,1666,482.921083627797,738.295318127251,0
"5070",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2A",1724,46,NA,"C5","18 WEST 127 STREET                       ","            ",10027,4,0,4," 1,873 "," 4,052 ",1909,2,"C5"," 2,575,000 ","8/5/2016",2575000,4052,1873,635.488647581441,1374.79978643887,0
"5071",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2A",1724,167,NA,"C3","76 WEST 127 STREET                       ","            ",10027,4,0,4," 1,666 "," 2,499 ",1909,2,"C3"," 1,000,000 ","4/7/2016",1e+06,2499,1666,400.16006402561,600.240096038415,0
"5072",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2A",1725,114,NA,"C2","53 WEST 127 STREET                       ","            ",10027,6,0,6," 1,774 "," 2,877 ",1909,2,"C2"," 2,155,000 ","10/9/2015",2155000,2877,1774,749.044143204727,1214.76888387824,0
"5073",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2B",1726,13,NA,"C7","59 WEST 128 STREET                       ","            ",10027,7,1,8," 1,832 "," 3,300 ",1910,2,"C7"," 1,525,000 ","4/7/2016",1525000,3300,1832,462.121212121212,832.423580786026,0
"5077",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1727,20,NA,"C1","31 WEST 129TH STREET                     ","            ",10027,22,0,22," 4,138 "," 17,280 ",1910,2,"C1"," 180,720 ","12/30/2015",180720,17280,4138,10.4583333333333,43.6732721121315,0
"5079",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2A",1728,108,NA,"C2","63 WEST 130 STREET                       ","            ",10037,5,0,5," 1,998 "," 4,072 ",1910,2,"C2"," 1,850,000 ","11/3/2015",1850000,4072,1998,454.322200392927,925.925925925926,0
"5081",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1735,36,NA,"C7","2254 5 AVENUE                            ","            ",10037,16,2,18," 3,125 "," 12,622 ",1920,2,"C7"," 5,900,000 ","9/8/2015",5900000,12622,3125,467.437807003644,1888,0
"5082",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1735,67,NA,"C4","66 WEST 138 STREET                       ","            ",10037,20,0,20," 2,698 "," 10,955 ",1900,2,"C4"," 3,650,000 ","10/21/2015",3650000,10955,2698,333.181195801004,1352.85396590067,0
"5083",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1745,40,NA,"C4","1694 PARK AVENUE                         ","            ",10035,10,2,12," 2,288 "," 9,105 ",1900,2,"C4"," 6,020,000 ","7/26/2016",6020000,9105,2288,661.175178473366,2631.11888111888,0
"5087",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2A",1751,27,NA,"C4","47 EAST 126 STREET                       ","            ",10035,4,0,4," 1,998 "," 2,994 ",1900,2,"C4"," 1,402,500 ","4/14/2016",1402500,2994,1998,468.436873747495,701.951951951952,0
"5088",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1751,32,NA,"C5","59 EAST 126 STREET                       ","            ",10035,11,0,11," 1,998 "," 3,029 ",1905,2,"C5"," 1,735,000 ","1/20/2016",1735000,3029,1998,572.796302410036,868.368368368368,0
"5092",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2A",1752,66,NA,"C5","10 EAST 128 STREET                       ","            ",10035,6,0,6," 1,998 "," 3,174 ",1905,2,"C5"," 2,150,000 ","5/2/2016",2150000,3174,1998,677.378701953371,1076.07607607608,0
"5094",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2A",1754,6,NA,"C3","7 EAST 129TH STREET                      ","            ",10035,4,0,4," 2,248 "," 5,160 ",1910,2,"C3"," 2,995,000 ","1/13/2016",2995000,5160,2248,580.426356589147,1332.29537366548,0
"5097",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1768,5,NA,"C5","111 EAST 119 STREET                      ","            ",10035,11,0,11," 2,523 "," 10,375 ",1910,2,"C5"," 5,300,000 ","12/8/2015",5300000,10375,2523,510.843373493976,2100.67380103052,0
"5099",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2B",1829,11,NA,"C5","263 WEST 113 STREET                      ","            ",10026,9,0,9," 1,817 "," 2,703 ",1900,2,"C5"," 2,460,000 ","8/1/2016",2460000,2703,1817,910.099889012209,1353.88002201431,0
"5100",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1830,11,NA,"C1","265 WEST 114 STREET                      ","            ",10026,11,0,11," 2,523 "," 9,155 ",1910,2,"C1"," 3,250,000 ","6/29/2016",3250000,9155,2523,354.997269251775,1288.14902893381,0
"5102",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2B",1904,16,NA,"C5","133 WEST 119 STREET                      ","            ",10026,9,0,9," 2,018 "," 3,646 ",1920,2,"C5"," 3,300,000 ","1/12/2016",3300000,3646,2018,905.101481075151,1635.28245787909,0
"5103",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2B",1904,17,NA,"C5","131 WEST 119 STREET                      ","            ",10026,9,0,9," 2,018 "," 3,789 ",1920,2,"C5"," 2,765,000 ","7/28/2016",2765000,3789,2018,729.74399577725,1370.16848364718,0
"5104",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2B",1904,17,NA,"C5","131 WEST 119 STREET                      ","            ",10026,9,0,9," 2,018 "," 3,789 ",1920,2,"C5"," 435,000 ","12/23/2015",435000,3789,2018,114.806017418844,215.559960356789,0
"5111",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2A",1904,130,NA,"C2","185 LENOX AVENUE                         ","            ",10026,5,0,5," 1,425 "," 3,800 ",1910,2,"C2"," 3,700,000 ","4/28/2016",3700000,3800,1425,973.684210526316,2596.49122807018,0
"5113",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2B",1907,18,NA,"C5","129 WEST 122 STREET                      ","            ",10027,8,0,8," 1,943 "," 3,203 ",1910,2,"C5"," 1,510,000 ","10/29/2015",1510000,3203,1943,471.433031532938,777.148739063304,0
"5114",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2B",1907,19,NA,"C5","127 WEST 122 STREET                      ","            ",10027,7,0,7," 1,892 "," 2,925 ",1910,2,"C5"," 3,000,000 ","4/29/2016",3e+06,2925,1892,1025.64102564103,1585.62367864693,0
"5116",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1908,4,NA,"C7","2067 ADAM C POWELL BLVD                  ","            ",10027,16,2,18," 4,297 "," 17,243 ",1910,2,"C7"," 5,700,000 ","1/28/2016",5700000,17243,4297,330.568926520907,1326.50686525483,0
"5118",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2B",1911,40,NA,"C5","114 WEST 127 STREET                      ","            ",10027,10,0,10," 1,665 "," 2,697 ",1910,2,"C5"," 1,640,000 ","10/15/2015",1640000,2697,1665,608.08305524657,984.984984984985,0
"5120",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2B",1911,42,NA,"C5","120 WEST 127 STREET                      ","            ",10027,9,0,9," 1,665 "," 2,697 ",1910,2,"C5"," 3,240,000 ","3/21/2016",3240000,2697,1665,1201.33481646274,1945.94594594595,0
"5121",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2A",1911,54,NA,"C3","148 WEST 127 STREET                      ","            ",10027,4,0,4," 1,549 "," 3,712 ",1910,2,"C3"," 1,850,000 ","9/10/2015",1850000,3712,1549,498.383620689655,1194.31891542931,0
"5123",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1911,119,NA,"C5","127 WEST 126TH STREET                    ","            ",10027,14,0,14," 1,665 "," 2,499 ",1910,2,"C5"," 1,100,000 ","4/21/2016",1100000,2499,1665,440.176070428171,660.660660660661,0
"5124",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1912,58,NA,"C4","164 WEST 128 STREET                      ","            ",10027,16,0,16," 3,747 "," 10,348 ",1910,2,"C4"," 4,125,000 ","1/26/2016",4125000,10348,3747,398.627754155392,1100.88070456365,0
"5127",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2A",1914,9,NA,"C3","159 WEST 129 STREET                      ","            ",10027,4,0,4," 1,665 "," 2,793 ",1910,2,"C3"," 1,610,000 ","1/20/2016",1610000,2793,1665,576.441102756892,966.966966966967,0
"5128",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2A",1914,9,NA,"C3","159 WEST 129TH STREET                    ","            ",10027,4,0,4," 1,665 "," 2,793 ",1910,2,"C3"," 1,100,000 ","11/17/2015",1100000,2793,1665,393.841747225206,660.660660660661,0
"5129",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2B",1914,47,NA,"C1","134 WEST 130 STREET                      ","            ",10027,7,0,7," 1,998 "," 3,120 ",1910,2,"C1"," 990,000 ","9/4/2015",990000,3120,1998,317.307692307692,495.495495495496,0
"5130",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1914,62,NA,"C5","2195 ADAM C POWELL BLVD                  ","            ",10027,15,1,16," 1,406 "," 5,758 ",1910,2,"C5"," 2,000,000 ","12/18/2015",2e+06,5758,1406,347.342827370615,1422.47510668563,0
"5131",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1915,150,NA,"C5","138 WEST 131ST STREET                    ","            ",10027,11,0,11," 1,632 "," 2,694 ",1910,2,"C5"," 1,600,000 ","9/10/2015",1600000,2694,1632,593.912397921307,980.392156862745,0
"5132",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1916,52,NA,"C5","148 WEST 132 STREET                      ","            ",10027,11,0,11," 1,465 "," 2,199 ",1910,2,"C5"," 2,650,000 ","4/21/2016",2650000,2199,1465,1205.09322419281,1808.87372013652,0
"5133",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1918,36,NA,"C7","477 LENOX AVENUE                         ","            ",10037,12,3,15," 2,500 "," 11,790 ",1926,2,"C7"," 4,535,000 ","7/14/2016",4535000,11790,2500,384.648006785411,1814,0
"5134",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1920,52,NA,"C5","148 WEST 136 STREET                      ","            ",10030,11,0,11," 1,638 "," 2,667 ",1910,2,"C5"," 1,430,000 ","8/17/2016",1430000,2667,1638,536.182977127859,873.015873015873,0
"5135",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1920,146,NA,"C5","132 WEST 136TH STREET                    ","            ",10030,11,0,11," 1,666 "," 2,799 ",1910,2,"C5"," 2,750,000 ","6/30/2016",2750000,2799,1666,982.49374776706,1650.66026410564,0
"5136",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2A",1921,28,NA,"C3","103 WEST 136 STREET                      ","            ",10030,4,0,4," 1,665 "," 2,789 ",1910,2,"C3"," 2,050,000 ","6/16/2016",2050000,2789,1665,735.030476873431,1231.23123123123,0
"5137",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1921,44,NA,"C4","118 WEST 137 STREET                      ","            ",10030,20,0,20," 4,164 "," 15,895 ",1920,2,"C4"," 5,646,957 ","12/7/2015",5646957,15895,4164,355.266247247562,1356.13760806916,0
"5139",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2A",1928,37,NA,"C3","202 WEST 123 STREET                      ","            ",10027,4,0,4," 1,615 "," 2,640 ",1910,2,"C3"," 2,385,000 ","7/18/2016",2385000,2640,1615,903.409090909091,1476.78018575851,0
"5142",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1937,6,NA,"C5","265 WEST 131ST STREET                    ","            ",10027,11,0,11," 1,665 "," 2,499 ",1910,2,"C5"," 574,000 ","9/16/2015",574000,2499,1665,229.6918767507,344.744744744745,0
"5145",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1937,22,NA,"C5","217 WEST 131 STREET                      ","            ",10027,11,0,11," 1,665 "," 2,499 ",1910,2,"C5"," 1,250,000 ","7/18/2016",1250000,2499,1665,500.200080032013,750.750750750751,0
"5146",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2B",1937,107,NA,"C1","261 W 131 ST                             ","            ",10027,8,0,8," 1,665 "," 2,499 ",1910,2,"C1"," 200,000 ","2/26/2016",2e+05,2499,1665,80.0320128051221,120.12012012012,0
"5147",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2B",1937,107,NA,"C1","261 WEST 131ST STREET                    ","            ",10027,8,0,8," 1,665 "," 2,499 ",1910,2,"C1"," 1,350,000 ","2/11/2016",1350000,2499,1665,540.216086434574,810.810810810811,0
"5148",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1938,44,NA,"C1","210 WEST 133 STREET                      ","            ",10030,17,0,17," 4,197 "," 12,800 ",1930,2,"C1"," 4,800,942 ","12/7/2015",4800942,12800,4197,375.07359375,1143.89849892781,0
"5150",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2A",1941,7,NA,"C2","243 WEST 135 STREET                      ","            ",10030,6,0,6," 2,498 "," 9,695 ",1910,2,"C2"," 3,670,963 ","12/7/2015",3670963,9695,2498,378.644971634863,1469.56084867894,0
"5152",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2B",1941,24,NA,"C1","209 WEST135TH STREET                     ","            ",10030,9,0,9," 2,498 "," 8,105 ",1910,2,"C1"," 3,350,000 ","9/16/2015",3350000,8105,2498,413.325107958051,1341.07285828663,0
"5153",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2B",1942,44,NA,"C5","220 WEST 137 STREET                      ","            ",10030,10,0,10," 1,649 "," 2,844 ",1910,2,"C5"," 1,550,000 ","5/6/2016",1550000,2844,1649,545.007032348805,939.963614311704,0
"5156",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1942,118,NA,"C5","229 WEST 136 STREET                      ","            ",10030,11,0,11," 1,699 "," 2,550 ",1910,2,"C5"," 1,460,000 ","6/14/2016",1460000,2550,1699,572.549019607843,859.329017068864,0
"5157",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1943,11,NA,"C5","361 WEST 116 STREET                      ","            ",10026,11,0,11," 1,682 "," 2,547 ",1901,2,"C5"," 1,220,000 ","5/4/2016",1220000,2547,1682,478.994895956027,725.326991676576,0
"5161",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1953,39,NA,"C5","308 WEST 127 STREET                      ","            ",10027,26,0,26," 2,498 "," 10,000 ",1901,2,"C5"," 4,800,000 ","4/11/2016",4800000,10000,2498,480,1921.53722978383,0
"5164",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1954,12,NA,"C7","2 ST NICHOLAS TERRACE                    ","            ",10027,16,2,18," 3,133 "," 12,795 ",1901,2,"C7"," 9,000,000 ","2/19/2016",9e+06,12795,3133,703.399765533411,2872.646026173,0
"5166",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2A",1958,36,NA,"C3","310 WEST 133 STREET                      ","            ",10030,4,0,4," 2,498 "," 3,812 ",1901,2,"C3"," 4,500,000 ","1/7/2016",4500000,3812,2498,1180.48268625393,1801.44115292234,0
"5167",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",1958,60,NA,"C4","420 ST. NICHOLAS AVENUE                  ","20",10027,23,0,23," 2,818 "," 11,330 ",1930,2,"C4"," 5,900,000 ","7/26/2016",5900000,11330,2818,520.741394527802,2093.68346344925,0
"5168",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",2006,30,NA,"C7","539 LENOX AVENUE                         ","            ",10037,26,4,30," 7,494 "," 28,340 ",1910,2,"C7"," 15,500,000 ","7/26/2016",15500000,28340,7494,546.930134086097,2068.32132372565,0
"5171",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",2009,45,NA,"C5","148 WEST 141 STREET                      ","            ",10030,29,0,29," 2,798 "," 10,770 ",1910,2,"C5"," 4,750,000 ","10/29/2015",4750000,10770,2798,441.039925719591,1697.6411722659,0
"5173",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",2010,21,NA,"C1","111 WEST 141 STREET                      ","            ",10030,59,0,59," 7,494 "," 26,165 ",1926,2,"C1"," 9,750,000 ","10/29/2015",9750000,26165,7494,372.635199694248,1301.04083266613,0
"5175",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",2011,36,NA,"C7","100 WEST 143 STREET                      ","            ",10030,16,5,21," 4,000 "," 18,628 ",1920,2,"C7"," 8,236,901 ","12/9/2015",8236901,18628,4000,442.178494739102,2059.22525,0
"5177",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",2012,29,NA,"C7","665 LENOX AVENUE                         ","            ",10037,20,7,27," 4,000 "," 19,546 ",1920,2,"C7"," 7,800,000 ","5/27/2016",7800000,19546,4000,399.058630921928,1950,0
"5180",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",2014,18,NA,"C1","137 WEST 145 STREET                      ","            ",10039,32,0,32," 4,371 "," 18,024 ",1920,2,"C1"," 24,000,000 ","9/10/2015",2.4e+07,18024,4371,1331.55792276964,5490.73438572409,0
"5181",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",2014,20,NA,"C1","133 WEST 145 STREET                      ","            ",10039,30,0,30," 4,371 "," 18,024 ",1926,2,"C1"," 6,400,000 ","6/14/2016",6400000,18024,4371,355.082112738571,1464.19583619309,0
"5184",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2A",2023,16,NA,"C2","233 WEST 137 STREET                      ","            ",10030,6,0,6," 1,898 "," 5,340 ",1910,2,"C2"," 2,150,000 ","7/7/2016",2150000,5340,1898,402.621722846442,1132.77133825079,0
"5186",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",2025,43,NA,"C1","208 WEST 140 STREET                      ","            ",10030,18,0,18," 3,830 "," 15,292 ",1926,2,"C1"," 6,250,000 ","8/25/2016",6250000,15292,3830,408.710436829715,1631.85378590078,0
"5187",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",2030,34,NA,"C7","2492 ADAM C POWELL BLVD                  ","            ",10030,24,3,27," 4,000 "," 16,644 ",1921,2,"C7"," 26,950,000 ","12/23/2015",26950000,16644,4000,1619.20211487623,6737.5,0
"5192",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2B",2040,4,NA,"C7","2918 8TH AVENUE                          ","            ",10039,7,3,10," 2,500 "," 7,700 ",1920,2,"C7"," 3,229,125 ","1/21/2016",3229125,7700,2500,419.366883116883,1291.65,0
"5193",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2A",2041,43,NA,"C2","309 WEST 138TH STREET                    ","            ",10030,6,0,6," 1,749 "," 2,727 ",1920,2,"C2"," 2,000,000 ","4/8/2016",2e+06,2727,1749,733.406674000733,1143.51057747284,0
"5194",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",2044,2,NA,"C7","22 BRADHURST AVENUE                      ","            ",10030,10,2,12," 2,206 "," 8,060 ",1920,2,"C7"," 3,388,958 ","12/7/2015",3388958,8060,2206,420.466253101737,1536.24569356301,0
"5196",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",2045,11,NA,"C7","2733 FREDERICK DOUGLASS B                ","            ",10039,22,2,24," 4,369 "," 15,615 ",1910,2,"C7"," 4,600,000 ","1/22/2016",4600000,15615,4369,294.588536663465,1052.87251087205,0
"5197",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",2046,34,NA,"C4","2847 8TH AVENUE                          ","            ",10039,10,1,11," 2,025 "," 8,277 ",1910,2,"C4"," 2,695,875 ","1/21/2016",2695875,8277,2025,325.70677781805,1331.2962962963,0
"5198",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2A",2050,32,NA,"C2","337 CONVENT AVENUE                       ","            ",10031,6,0,6," 2,000 "," 3,920 ",1910,2,"C2"," 4,000,000 ","3/1/2016",4e+06,3920,2000,1020.40816326531,2000,0
"5199",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2A",2050,51,NA,"C2","404 WEST 145TH STREET                    ","            ",10031,5,0,5," 1,549 "," 3,600 ",1910,2,"C2"," 2,362,500 ","5/13/2016",2362500,3600,1549,656.25,1525.17753389283,0
"5200",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2B",2050,102,NA,"C1","25 HAMILTON TERRACE                      ","            ",10031,9,0,9," 1,326 "," 4,000 ",1910,2,"C1"," 1,700,000 ","12/3/2015",1700000,4000,1326,425,1282.05128205128,0
"5207",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2B",2051,104,NA,"C5","190 EDGECOMBE AVENUE                     ","            ",10030,8,0,8," 1,440 "," 2,395 ",1930,2,"C5"," 1,790,000 ","6/3/2016",1790000,2395,1440,747.390396659708,1243.05555555556,0
"5210",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",2054,20,NA,"C1","375 EDGECOMBE AVENUE                     ","            ",10031,16,0,16," 3,750 "," 12,905 ",1946,2,"C1"," 4,250,000 ","3/16/2016",4250000,12905,3750,329.32971716389,1133.33333333333,0
"5213",1,"HARLEM-CENTRAL           ","07  RENTALS - WALKUP APARTMENTS             ","2",2054,33,NA,"C1","24 ST NICHOLAS PLACE                     ","            ",10031,20,0,20," 3,750 "," 12,570 ",1926,2,"C1"," 17,210,000 ","9/8/2015",17210000,12570,3750,1369.13285600636,4589.33333333333,0
